temperature,humidity,humidity_ratio,light,co2
74.66,26.272,0.0047641630241641,585.2,749.2
74.69,26.29,0.0047726609921251,578.4,760.4
74.71,26.23,0.0047651525524654,572.666666666667,769.666666666667
74.7,26.125,0.0047437733559968,493.75,774.75
74.76,26.2,0.0047665939999861,488.6,779.0
74.77,26.26,0.0047793324316345,568.666666666667,790.0
74.71,26.29,0.0047761363327489,536.333333333333,798.0
74.76,26.29,0.0047830937083903,509.0,797.0
74.76,26.35,0.0047940939966204,476.0,803.2
74.72,26.39,0.0047961887103893,510.0,809.0
74.74,26.445,0.0048088862206771,481.5,815.25
74.66,26.56,0.0048167933677358,481.8,824.0
74.66,26.6,0.0048241038367487,475.25,832.0
74.66,26.7,0.0048423807553356,469.0,845.333333333333
74.66,26.774,0.0048559063612897,464.0,852.4
74.66,26.89,0.0048771098371907,464.0,861.0
74.66,26.9725,0.004892190768364,455.0,880.0
74.48,26.89,0.0048475944139699,454.0,891.0
74.55,26.976,0.0048750447811301,458.0,897.6
74.57,27.05,0.0048914915892962,464.0,900.5
74.55,27.1,0.0048976302434582,473.0,908.8
74.48,27.16,0.0048966518452253,464.0,918.0
74.48,27.236,0.0049104619885559,498.4,925.2
74.48,27.29,0.0049202748285747,530.2,929.4
74.48,27.33,0.0049275437970155,533.6,936.4
74.48,27.34,0.0049293610654639,524.25,950.0
74.53,27.3925,0.0049464057474414,498.666666666667,961.0
74.48,27.39,0.0049384475657387,516.333333333333,963.0
74.48,27.412,0.0049424457093031,501.2,958.6
74.48,27.5,0.0049584387935172,522.0,965.333333333333
74.48,27.525,0.0049629824321816,520.5,979.25
74.48,27.6,0.0049766137433226,505.285714285714,978.428571428571
74.48,27.6,0.0049766137433226,488.333333333333,983.0
74.48,27.54,0.0049657086469915,512.0,992.6
74.48,27.6,0.0049766137433226,511.0,997.2
74.51,27.6333333333333,0.0049877184213918,501.5,999.5
74.6,27.7,0.0050150508609538,503.666666666667,1001.0
74.48,27.7,0.0049947897469088,483.166666666667,1009.5
74.48,27.7225,0.0049988794929492,483.5,1019.0
74.48,27.79,0.0050111490511946,473.0,1021.0
74.48,27.8566666666667,0.0050232676047643,470.333333333333,1024.66666666667
74.48,27.8042857142857,0.0050137458446678,480.142857142857,1030.42857142857
74.44,27.79,0.0050035447484533,464.0,1026.25
74.37,27.81,0.0049965380106032,474.4,1028.0
74.48,27.978,0.0050453245744206,470.0,1034.8
74.34,28.0,0.0050263667581946,454.0,1055.5
74.3,27.978,0.0050147597241768,454.0,1055.25
74.3,28.0,0.0050187348078695,454.0,1050.0
74.3,28.0,0.0050187348078695,454.0,1051.25
74.3,28.0,0.0050187348078695,445.0,1053.6
74.3,28.0,0.0050187348078695,439.0,1055.5
74.3,28.025,0.0050232520096096,444.25,1055.0
74.2,28.125,0.0050244911474795,454.75,1059.5
74.1,28.18,0.0050175822743852,455.8,1060.0
74.1,28.2,0.0050211721163507,451.6,1073.6
74.1,28.2,0.0050211721163507,451.6,1078.6
74.1,28.2,0.0050211721163507,454.75,1081.0
74.1,28.2225,0.0050252107376962,454.75,1082.0
74.1,28.3733333333333,0.0050522858020048,457.5,1088.83333333333
74.07,28.39,0.0050491295423263,464.0,1090.6
74.1,28.3233333333333,0.0050433103834894,464.0,1086.0
74.07,28.445,0.0050600170343187,464.0,1092.5
74.1,28.5,0.0050750246789281,471.5,1103.75
73.98,28.5,0.0050544759894773,475.666666666667,1104.5
74.06,28.5,0.0050673102981129,471.5,1103.5
73.92,28.5,0.005044229203962,467.75,1112.0
73.95,28.5333333333333,0.0050553039743009,466.5,1105.66666666667
73.92,28.7,0.0050799164023321,464.0,1104.0
73.92,28.7,0.0050799164023321,467.0,1117.2
73.92,28.675,0.0050754552803882,467.75,1121.25
73.92,28.6166666666667,0.0050650462426913,466.5,1115.66666666667
73.92,28.66,0.0050727786376892,459.0,1120.0
73.92,28.55,0.0050531506227436,464.0,1123.75
73.92,28.6,0.0050620722953919,470.0,1116.0
73.89,28.6,0.0050565269530437,464.0,1126.8
73.76,28.4175,0.0050020157084315,464.0,1112.75
73.81,28.5,0.0050258311747689,449.0,1104.5
73.92,28.5,0.005044229203962,464.0,1108.0
73.79,28.6333333333333,0.005044922648211,462.333333333333,1127.83333333333
73.76,28.6,0.0050343991523748,469.0,1128.75
73.76,28.65,0.0050432719125794,469.0,1124.25
73.76,28.62,0.0050379482263243,469.0,1130.4
73.76,28.7,0.0050521449238929,464.0,1138.0
73.76,28.7,0.0050521449238929,456.5,1144.0
73.76,28.718,0.0050553392694394,457.0,1140.0
73.76,28.79,0.005068116977086,450.25,1139.25
73.76,28.79,0.005068116977086,446.0,1167.33333333333
73.65,28.79,0.0050496184097586,451.6,1159.6
73.67,28.89,0.0050703906066678,454.75,1157.75
73.67,28.89,0.0050703906066678,448.0,1159.5
73.72,28.83,0.0050690343893298,444.0,1156.4
73.61,28.945,0.0050698094671644,444.0,1160.0
73.65,28.956,0.005078971703222,444.0,1169.8
73.58,29.0,0.0050743621264266,444.0,1176.16666666667
73.58,29.075,0.0050875928180122,444.0,1175.25
73.58,28.918,0.0050598972091709,444.0,1166.6
73.58,27.925,0.0048847835460129,444.0,1140.25
73.51,27.772,0.0048459789069634,444.0,1089.2
73.44,27.556,0.0047962839959834,435.0,1042.6
73.42,27.8188333333333,0.0048394350981285,432.0,1051.1
73.4,28.0816666666667,0.0048825379151409,429.0,1059.6
73.4,27.956,0.0048605176079969,429.0,1064.6
73.37,27.9083333333333,0.0048467414948576,429.0,1061.66666666667
73.4,27.9266666666667,0.004855377812048,429.0,1058.33333333333
73.4,28.018,0.0048713815449675,429.0,1061.6
73.37,28.0666666666667,0.0048744541729969,429.0,1070.33333333333
73.3,28.1,0.0048693812467042,429.0,1074.0
73.4,28.1,0.0048857505561061,429.0,1086.25
73.32,28.2,0.0048901279569683,429.0,1089.6
73.35,28.1,0.0048775598425921,429.0,1085.0
73.3,28.1333333333333,0.004875202773628,429.0,1085.0
73.4,28.2,0.0049032746319414,429.0,1088.0
73.3,28.2,0.0048868461518572,429.0,1091.75
73.4,28.1333333333333,0.0048915918058596,429.0,1091.33333333333
73.24,28.1,0.0048595829050556,429.0,1088.2
73.2,28.1,0.0048530603457478,429.0,1087.5
73.2,27.956,0.0048279975297729,432.0,1079.2
73.16,27.84,0.0048004764264941,432.75,1077.25
73.17,27.6833333333333,0.0047756842425233,439.0,1064.16666666667
73.17,27.6,0.0047611982687734,429.0,1056.4
73.2,27.6,0.0047660452801114,432.75,1043.6
73.07,27.445,0.0047174223493656,432.75,1039.5
73.11,27.3733333333333,0.004712199539953,436.5,1028.66666666667
73.02,27.365,0.0046963904496108,438.0,1020.4
73.02,27.2,0.0046678605840467,444.0,1018.0
73.02,27.1714285714286,0.0046629206114276,435.428571428571,1015.14285714286
73.02,27.0666666666667,0.0046448080448021,434.0,1006.33333333333
73.02,27.02,0.0046367400567453,432.0,1002.6
72.99,26.934,0.0046167934930926,438.0,993.2
72.97,26.8233333333333,0.0045943146206481,439.0,983.333333333333
72.86,26.754,0.0045655827670159,432.0,976.2
72.9,26.7,0.0045625692636427,432.75,980.75
72.86,26.6833333333333,0.0045534351851525,434.0,971.333333333333
72.86,26.5333333333333,0.0045276517846181,444.0,966.666666666667
72.86,26.4633333333333,0.0045156202572285,444.0,963.0
72.86,26.445,0.0045124692192727,441.5,952.333333333333
72.86,26.34,0.0044944229761162,444.0,948.0
72.86,26.26,0.004480674155299,444.0,945.0
72.86,26.2,0.0044703629356959,441.0,941.6
72.86,26.16,0.0044634889778606,438.0,929.8
72.86,26.02,0.0044394313133292,441.0,923.8
72.86,26.1,0.0044531783239453,440.25,919.0
72.86,26.0,0.0044359946549457,439.0,918.25
72.86,25.934,0.0044246539498072,438.0,919.4
72.86,25.9266666666667,0.004423393896805,439.0,927.333333333333
72.86,25.815,0.0044042073523612,432.75,920.25
72.82,25.772,0.0043914494315009,432.0,902.4
72.75,25.696,0.0043677176082215,429.0,904.4
72.68,25.575,0.0043363901007296,429.0,897.0
72.8,25.6,0.004358383194026,429.0,892.0
72.68,25.525,0.0043278533215606,433.5,882.5
72.72,25.476,0.0043247721230379,436.2,887.2
72.72,25.55,0.0043387478042347,442.5,889.25
72.68,25.39,0.0043048051801356,443.4,889.2
72.77,25.42,0.0043231196096785,438.0,880.75
72.68,25.2675,0.0042838925937963,442.5,868.75
72.68,25.218,0.0042754425979387,439.8,861.0
72.68,25.2,0.0042723699287058,439.8,860.6
72.68,25.2,0.0042723699287058,435.5,864.0
72.68,25.15,0.0042638348945876,430.75,859.0
72.68,25.14,0.0042621279156802,440.6,854.4
72.68,25.15,0.0042638348945876,428.2,847.4
72.68,25.04,0.0042450586383824,432.2,837.2
72.68,25.05,0.0042467655242407,431.75,834.75
72.68,25.06,0.0042484724194037,429.2,832.4
72.68,25.0,0.0042382311879931,433.0,832.0
72.68,25.0,0.0042382311879931,433.0,836.25
72.68,25.0,0.0042382311879931,428.2,832.6
